"";"X64.242.88.10......07.Mar.2004.16.05.49..0800.";"GET..twiki.bin.edit.Main.Double_bounce_sender.topicparent.Main.ConfigurationVariables.HTTP.1.1";"X401.12846"
"1409";"px7wh.vc.shawcable.net - - [08/Mar/2004:18:41:16 -0800]  ";" 2 , 20 , 929 ";"  200 7649"
"1410";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:27 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1411";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:27 -0800]  ";" 9 , 37 , 629 ";"  200 10419"
"1412";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:28 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1413";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:28 -0800]  ";" 9 , 3 , 819 ";"  200 2877"
"1414";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:39 -0800] ";"GET /twiki/bin/view/Main/RelayGateway HTTP/1.1";" 200 4232"
"1415";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:39 -0800]  ";" 4 , 95 , 369 ";"  200 4232"
"1416";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:52 -0800] ";"GET /twiki/bin/view/Main/VerifingGatway HTTP/1.1";" 200 4750"
"1417";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:08:52 -0800]  ";" 8 , 37 , 240 ";"  200 4750"
"1418";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:10:06 -0800] ";"GET /twiki/bin/view/Main/Relay_Domains HTTP/1.1";" 200 4583"
"1419";"user-0c8hdkf.cable.mindspring.com - - [08/Mar/2004:19:10:06 -0800]  ";" 8 , 15 , 94 ";"  200 4583"
"1420";"lj1053.inktomisearch.com - - [08/Mar/2004:19:24:42 -0800] ";"GET /twiki/bin/oops/Main/SpamAssassinTaggingOnly HTTP/1.0";" 200 209"
"1421";"lj1053.inktomisearch.com - - [08/Mar/2004:19:24:42 -0800]  ";" 7 , 87 , 14 ";"  200 209"
"1422";"64.246.94.152 - - [08/Mar/2004:20:09:57 -0800] ";"HEAD /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 0"
"1423";"64.246.94.152 - - [08/Mar/2004:20:09:57 -0800]  ";" 5 , 71 , 392 ";"  200 0"
"1424";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:18 -0800] ";"GET / HTTP/1.0";" 200 3169"
"1425";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:18 -0800]  ";" 7 , 69 , 457 ";"  200 3169"
"1426";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:18 -0800] ";"GET /favicon.ico HTTP/1.0";" 200 1078"
"1427";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:18 -0800]  ";" 8 , 69 , 977 ";"  200 1078"
"1428";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:25 -0800] ";"GET /dccstats/index.html HTTP/1.0";" 200 2955"
"1429";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:25 -0800]  ";" 3 , 32 , 484 ";"  200 2955"
"1430";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.0";" 200 3049"
"1431";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 1 , 40 , 782 ";"  200 3049"
"1432";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.0";" 200 2160"
"1433";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 5 , 66 , 905 ";"  200 2160"
"1434";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.0";" 200 2386"
"1435";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 6 , 78 , 428 ";"  200 2386"
"1436";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.0";" 200 3271"
"1437";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 5 , 32 , 321 ";"  200 3271"
"1438";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.0";" 200 1687"
"1439";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 5 , 15 , 823 ";"  200 1687"
"1440";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.0";" 200 2482"
"1441";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:26 -0800]  ";" 7 , 53 , 619 ";"  200 2482"
"1442";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.0";" 200 1914"
"1443";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800]  ";" 3 , 48 , 574 ";"  200 1914"
"1444";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.0";" 200 1536"
"1445";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800]  ";" 5 , 2 , 947 ";"  200 1536"
"1446";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.0";" 200 2250"
"1447";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800]  ";" 3 , 41 , 403 ";"  200 2250"
"1448";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.0";" 200 1883"
"1449";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800]  ";" 8 , 84 , 883 ";"  200 1883"
"1450";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.0";" 200 1493"
"1451";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:27 -0800]  ";" 9 , 15 , 411 ";"  200 1493"
"1452";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:48 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.0";" 200 10392"
"1453";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:48 -0800]  ";" 3 , 41 , 885 ";"  200 10392"
"1454";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:49 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.0";" 200 2877"
"1455";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:49 -0800]  ";" 7 , 17 , 243 ";"  200 2877"
"1456";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:49 -0800] ";"GET /favicon.ico HTTP/1.0";" 200 1078"
"1457";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:49 -0800]  ";" 1 , 53 , 111 ";"  200 1078"
"1458";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:53 -0800] ";"GET /twiki/bin/view/Main/DCCAndPostFix HTTP/1.0";" 200 5234"
"1459";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:48:53 -0800]  ";" 3 , 60 , 675 ";"  200 5234"
"1460";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:50:59 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.0";" 200 4022"
"1461";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:50:59 -0800]  ";" 4 , 94 , 729 ";"  200 4022"
"1462";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:51:01 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.0";" 200 5672"
"1463";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:51:01 -0800]  ";" 7 , 9 , 872 ";"  200 5672"
"1464";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:51:51 -0800] ";"GET /twiki/bin/view/Main/SpamAssassin HTTP/1.0";" 200 4062"
"1465";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:51:51 -0800]  ";" 4 , 71 , 980 ";"  200 4062"
"1466";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:52:01 -0800] ";"GET /twiki/bin/view/Main/SpamAssassin HTTP/1.0";" 200 4062"
"1467";"ip68-228-43-49.tc.ph.cox.net - - [08/Mar/2004:20:52:01 -0800]  ";" 2 , 15 , 896 ";"  200 4062"
"1468";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:04 -0800] ";"GET / HTTP/1.0";" 200 3169"
"1469";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:04 -0800]  ";" 2 , 39 , 148 ";"  200 3169"
"1470";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:28 -0800] ";"GET /dccstats/index.html HTTP/1.0";" 200 2955"
"1471";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:28 -0800]  ";" 8 , 85 , 242 ";"  200 2955"
"1472";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.0";" 200 3238"
"1473";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 5 , 20 , 222 ";"  200 3238"
"1474";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.0";" 200 3032"
"1475";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 4 , 86 , 868 ";"  200 3032"
"1476";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.0";" 200 2160"
"1477";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 1 , 23 , 992 ";"  200 2160"
"1478";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.0";" 200 2369"
"1479";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 7 , 12 , 425 ";"  200 2369"
"1480";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.0";" 200 1671"
"1481";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 1 , 33 , 93 ";"  200 1671"
"1482";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.0";" 200 2485"
"1483";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 9 , 20 , 275 ";"  200 2485"
"1484";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.0";" 200 1533"
"1485";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 3 , 50 , 529 ";"  200 1533"
"1486";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.0";" 200 1906"
"1487";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 9 , 26 , 760 ";"  200 1906"
"1488";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.0";" 200 2251"
"1489";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 4 , 71 , 777 ";"  200 2251"
"1490";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.0";" 200 1875"
"1491";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 5 , 57 , 497 ";"  200 1875"
"1492";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.0";" 200 1483"
"1493";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:29 -0800]  ";" 7 , 63 , 893 ";"  200 1483"
"1494";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:44 -0800] ";"GET /SpamAssassin.html HTTP/1.0";" 200 7368"
"1495";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:44 -0800]  ";" 2 , 41 , 406 ";"  200 7368"
"1496";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:52 -0800] ";"GET /razor.html HTTP/1.0";" 200 2869"
"1497";"proxy0.haifa.ac.il - - [08/Mar/2004:22:03:52 -0800]  ";" 7 , 86 , 973 ";"  200 2869"
"1498";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:09 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.0";" 200 10392"
"1499";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:09 -0800]  ";" 6 , 22 , 761 ";"  200 10392"
"1500";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:10 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.0";" 200 2877"
"1501";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:10 -0800]  ";" 7 , 64 , 500 ";"  200 2877"
"1502";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:24 -0800] ";"GET /twiki/bin/view/Main/LinksOfUse HTTP/1.0";" 200 4515"
"1503";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:24 -0800]  ";" 1 , 66 , 295 ";"  200 4515"
"1504";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:35 -0800] ";"GET /twiki/bin/view/Main/PostfixCommands HTTP/1.0";" 200 4004"
"1505";"proxy0.haifa.ac.il - - [08/Mar/2004:22:04:35 -0800]  ";" 9 , 93 , 38 ";"  200 4004"
"1506";"alille-251-1-2-197.w82-124.abo.wanadoo.fr - - [08/Mar/2004:22:30:01 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"1507";"alille-251-1-2-197.w82-124.abo.wanadoo.fr - - [08/Mar/2004:22:30:01 -0800]  ";" 2 , 86 , 742 ";"  200 2869"
"1508";"a213-84-36-192.adsl.xs4all.nl - - [08/Mar/2004:23:42:55 -0800] ";"GET / HTTP/1.1";" 200 3169"
"1509";"a213-84-36-192.adsl.xs4all.nl - - [08/Mar/2004:23:42:55 -0800]  ";" 3 , 86 , 777 ";"  200 3169"
"1510";"195.246.13.119 - - [09/Mar/2004:01:48:27 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1511";"195.246.13.119 - - [09/Mar/2004:01:48:27 -0800]  ";" 2 , 62 , 550 ";"  200 10419"
"1512";"195.246.13.119 - - [09/Mar/2004:01:48:28 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1513";"195.246.13.119 - - [09/Mar/2004:01:48:28 -0800]  ";" 6 , 55 , 594 ";"  200 2877"
"1514";"195.246.13.119 - - [09/Mar/2004:01:48:28 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"1515";"195.246.13.119 - - [09/Mar/2004:01:48:28 -0800]  ";" 7 , 53 , 69 ";"  200 1078"
"1516";"195.246.13.119 - - [09/Mar/2004:01:49:53 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1517";"195.246.13.119 - - [09/Mar/2004:01:49:53 -0800]  ";" 1 , 76 , 733 ";"  200 4034"
"1518";"195.246.13.119 - - [09/Mar/2004:01:49:57 -0800] ";"GET /twiki/bin/view/Main/KevinWGagel HTTP/1.1";" 200 4901"
"1519";"195.246.13.119 - - [09/Mar/2004:01:49:57 -0800]  ";" 2 , 40 , 857 ";"  200 4901"
"1520";"195.246.13.119 - - [09/Mar/2004:01:50:35 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1521";"195.246.13.119 - - [09/Mar/2004:01:50:35 -0800]  ";" 7 , 11 , 897 ";"  200 5691"
"1522";"195.246.13.119 - - [09/Mar/2004:01:50:54 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 5543"
"1523";"195.246.13.119 - - [09/Mar/2004:01:50:54 -0800]  ";" 1 , 60 , 881 ";"  200 5543"
"1524";"195.246.13.119 - - [09/Mar/2004:01:51:17 -0800] ";"GET /twiki/bin/view/Main/DCCAndPostFix HTTP/1.1";" 200 5253"
"1525";"195.246.13.119 - - [09/Mar/2004:01:51:17 -0800]  ";" 5 , 37 , 140 ";"  200 5253"
"1526";"195.246.13.119 - - [09/Mar/2004:01:51:41 -0800] ";"GET /twiki/bin/edit/Main/RazorAndPostFix?topicparent=Main.WebHome HTTP/1.1";" 401 12851"
"1527";"195.246.13.119 - - [09/Mar/2004:01:51:41 -0800]  ";" 1 , 67 , 720 ";"  401 12851"
"1528";"195.246.13.119 - - [09/Mar/2004:01:51:45 -0800] ";"GET /twiki/pub/TWiki/TWikiDocGraphics/help.gif HTTP/1.1";" 200 130"
"1529";"195.246.13.119 - - [09/Mar/2004:01:51:45 -0800]  ";" 3 , 7 , 975 ";"  200 130"
"1530";"195.246.13.119 - - [09/Mar/2004:01:51:54 -0800] ";"GET /twiki/bin/view/Main/RelayGateway HTTP/1.1";" 200 4232"
"1531";"195.246.13.119 - - [09/Mar/2004:01:51:54 -0800]  ";" 2 , 86 , 409 ";"  200 4232"
"1532";"195.246.13.119 - - [09/Mar/2004:01:52:12 -0800] ";"GET /twiki/bin/view/Main/LinksOfUse HTTP/1.1";" 200 4534"
"1533";"195.246.13.119 - - [09/Mar/2004:01:52:12 -0800]  ";" 7 , 6 , 154 ";"  200 4534"
"1534";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:10 -0800] ";"GET /dccstats/index.html HTTP/1.1";" 200 2955"
"1535";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:10 -0800]  ";" 2 , 1 , 349 ";"  200 2955"
"1536";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800] ";"GET /dccstats/stats-spam.1day.png HTTP/1.1";" 200 3068"
"1537";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800]  ";" 3 , 41 , 925 ";"  200 3068"
"1538";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800] ";"GET /dccstats/stats-spam-ratio.1day.png HTTP/1.1";" 200 2187"
"1539";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800]  ";" 9 , 44 , 848 ";"  200 2187"
"1540";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800] ";"GET /dccstats/stats-spam.1week.png HTTP/1.1";" 200 3277"
"1541";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800]  ";" 7 , 29 , 719 ";"  200 3277"
"1542";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800] ";"GET /dccstats/stats-spam-ratio.1week.png HTTP/1.1";" 200 2379"
"1543";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:17 -0800]  ";" 7 , 61 , 744 ";"  200 2379"
"1544";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-hashes.1week.png HTTP/1.1";" 200 1687"
"1545";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 1 , 99 , 605 ";"  200 1687"
"1546";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-spam.1month.png HTTP/1.1";" 200 2592"
"1547";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 8 , 39 , 265 ";"  200 2592"
"1548";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-spam-ratio.1month.png HTTP/1.1";" 200 1983"
"1549";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 4 , 92 , 599 ";"  200 1983"
"1550";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-hashes.1month.png HTTP/1.1";" 200 1545"
"1551";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 5 , 26 , 447 ";"  200 1545"
"1552";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-spam.1year.png HTTP/1.1";" 200 2222"
"1553";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 5 , 64 , 397 ";"  200 2222"
"1554";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-spam-ratio.1year.png HTTP/1.1";" 200 1866"
"1555";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 4 , 2 , 956 ";"  200 1866"
"1556";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /dccstats/stats-hashes.1year.png HTTP/1.1";" 200 1494"
"1557";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 2 , 40 , 583 ";"  200 1494"
"1558";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"1559";"200-55-104-193.dsl.prima.net.ar - - [09/Mar/2004:02:33:18 -0800]  ";" 4 , 17 , 764 ";"  200 1078"
"1560";"lj1052.inktomisearch.com - - [09/Mar/2004:02:39:17 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"1561";"lj1052.inktomisearch.com - - [09/Mar/2004:02:39:17 -0800]  ";" 1 , 26 , 187 ";"  200 68"
"1562";"lj1162.inktomisearch.com - - [09/Mar/2004:02:39:18 -0800] ";"GET /twiki/bin/view/Main/SanJoseOffice HTTP/1.0";" 200 3884"
"1563";"lj1162.inktomisearch.com - - [09/Mar/2004:02:39:18 -0800]  ";" 5 , 72 , 737 ";"  200 3884"
"1564";"lj1162.inktomisearch.com - - [09/Mar/2004:03:10:39 -0800] ";"GET /twiki/bin/view/Main/SanJoseOffice HTTP/1.0";" 200 3884"
"1565";"lj1162.inktomisearch.com - - [09/Mar/2004:03:10:39 -0800]  ";" 3 , 10 , 883 ";"  200 3884"
"1566";"mail.geovariances.fr - - [09/Mar/2004:05:01:53 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"1567";"mail.geovariances.fr - - [09/Mar/2004:05:01:53 -0800]  ";" 7 , 46 , 93 ";"  200 10419"
"1568";"mail.geovariances.fr - - [09/Mar/2004:05:01:53 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"1569";"mail.geovariances.fr - - [09/Mar/2004:05:01:53 -0800]  ";" 5 , 5 , 224 ";"  200 2877"
"1570";"mail.geovariances.fr - - [09/Mar/2004:05:02:11 -0800] ";"GET /twiki/bin/view/Main/SpamAssassin HTTP/1.1";" 200 4081"
"1571";"mail.geovariances.fr - - [09/Mar/2004:05:02:11 -0800]  ";" 4 , 29 , 694 ";"  200 4081"
"1572";"mail.geovariances.fr - - [09/Mar/2004:05:02:11 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1573";"mail.geovariances.fr - - [09/Mar/2004:05:02:11 -0800]  ";" 9 , 35 , 431 ";"  304 -"
"1574";"mail.geovariances.fr - - [09/Mar/2004:05:02:14 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"1575";"mail.geovariances.fr - - [09/Mar/2004:05:02:14 -0800]  ";" 7 , 65 , 16 ";"  200 4034"
"1576";"mail.geovariances.fr - - [09/Mar/2004:05:02:14 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1577";"mail.geovariances.fr - - [09/Mar/2004:05:02:14 -0800]  ";" 8 , 6 , 458 ";"  304 -"
"1578";"mail.geovariances.fr - - [09/Mar/2004:05:02:19 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinTaggingOnly HTTP/1.1";" 200 5691"
"1579";"mail.geovariances.fr - - [09/Mar/2004:05:02:19 -0800]  ";" 9 , 74 , 617 ";"  200 5691"
"1580";"mail.geovariances.fr - - [09/Mar/2004:05:02:19 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1581";"mail.geovariances.fr - - [09/Mar/2004:05:02:19 -0800]  ";" 8 , 25 , 685 ";"  304 -"
"1582";"mail.geovariances.fr - - [09/Mar/2004:05:02:27 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 5543"
"1583";"mail.geovariances.fr - - [09/Mar/2004:05:02:27 -0800]  ";" 3 , 81 , 868 ";"  200 5543"
"1584";"mail.geovariances.fr - - [09/Mar/2004:05:02:28 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1585";"mail.geovariances.fr - - [09/Mar/2004:05:02:28 -0800]  ";" 5 , 82 , 185 ";"  304 -"
"1586";"mail.geovariances.fr - - [09/Mar/2004:05:04:09 -0800] ";"GET /twiki/bin/view/Main/DCCAndPostFix HTTP/1.1";" 200 5253"
"1587";"mail.geovariances.fr - - [09/Mar/2004:05:04:09 -0800]  ";" 1 , 12 , 777 ";"  200 5253"
"1588";"mail.geovariances.fr - - [09/Mar/2004:05:04:09 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1589";"mail.geovariances.fr - - [09/Mar/2004:05:04:09 -0800]  ";" 3 , 1 , 10 ";"  304 -"
"1590";"mail.geovariances.fr - - [09/Mar/2004:05:09:30 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinUsingRazorAndDCC HTTP/1.1";" 200 7435"
"1591";"mail.geovariances.fr - - [09/Mar/2004:05:09:30 -0800]  ";" 4 , 37 , 616 ";"  200 7435"
"1592";"mail.geovariances.fr - - [09/Mar/2004:05:09:31 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"1593";"mail.geovariances.fr - - [09/Mar/2004:05:09:31 -0800]  ";" 4 , 67 , 143 ";"  304 -"
